2019-11-25 09:17:27.877[nioEventLoopGroup-4-1] INFO  io.netty.handler.logging.LoggingHandler - [id: 0x2fb39071, L:/0:0:0:0:0:0:0:0:6969] INACTIVE
2019-11-25 17:24:15.976[restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8099 (http)
2019-11-25 17:24:15.991[restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8099"]
2019-11-25 17:24:16.001[restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-11-25 17:24:16.001[restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.19]
2019-11-25 17:24:16.157[restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-11-25 17:24:16.157[restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2119 ms
2019-11-25 17:24:16.694[Thread-12] INFO  c.h.s.config.nettyConfig.NettyServiceConfig - 【服务器启动成功========端口：6969】
2019-11-25 17:24:16.752[nioEventLoopGroup-4-1] INFO  io.netty.handler.logging.LoggingHandler - [id: 0xe26a8fec] REGISTERED
2019-11-25 17:24:16.753[nioEventLoopGroup-4-1] INFO  io.netty.handler.logging.LoggingHandler - [id: 0xe26a8fec] BIND: 0.0.0.0/0.0.0.0:6969
2019-11-25 17:24:16.758[nioEventLoopGroup-4-1] INFO  io.netty.handler.logging.LoggingHandler - [id: 0xe26a8fec, L:/0:0:0:0:0:0:0:0:6969] ACTIVE
2019-11-25 17:24:16.970[restartedMain] INFO  com.hoggen.sublimation.config.Quartz.QuartzConfig - 开始一一一一*/5 * * * * ?
2019-11-25 17:24:17.007[restartedMain] INFO  c.m.v2.c3p0.impl.AbstractPoolBackedDataSource - Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 3, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, dataSourceName -> z8kflta618wxk4yg919rd|c70ebe6, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> com.mysql.cj.jdbc.Driver, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, identityToken -> z8kflta618wxk4yg919rd|c70ebe6, idleConnectionTestPeriod -> 0, initialPoolSize -> 3, jdbcUrl -> jdbc:mysql://127.0.0.1:3306/7chat?useUnicode=true&characterEncoding=utf8&useSSL=false&serverTimezone=GMT%2B8, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 0, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 15, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 3, numHelperThreads -> 3, numThreadsAwaitingCheckoutDefaultUser -> 0, preferredTestQuery -> null, properties -> {user=******, password=******}, propertyCycle -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false ]
2019-11-25 17:24:17.148[restartedMain] INFO  org.quartz.impl.StdSchedulerFactory - Using default implementation for ThreadExecutor
2019-11-25 17:24:17.157[restartedMain] INFO  org.quartz.core.SchedulerSignalerImpl - Initialized Scheduler Signaller of type: class org.quartz.core.SchedulerSignalerImpl
2019-11-25 17:24:17.157[restartedMain] INFO  org.quartz.core.QuartzScheduler - Quartz Scheduler v.2.3.1 created.
2019-11-25 17:24:17.158[restartedMain] INFO  org.quartz.simpl.RAMJobStore - RAMJobStore initialized.
2019-11-25 17:24:17.158[restartedMain] INFO  org.quartz.core.QuartzScheduler - Scheduler meta-data: Quartz Scheduler (v2.3.1) 'scheduler' with instanceId 'NON_CLUSTERED'
  Scheduler class: 'org.quartz.core.QuartzScheduler' - running locally.
  NOT STARTED.
  Currently in standby mode.
  Number of jobs executed: 0
  Using thread pool 'org.quartz.simpl.SimpleThreadPool' - with 10 threads.
  Using job-store 'org.quartz.simpl.RAMJobStore' - which does not support persistence. and is not clustered.

2019-11-25 17:24:17.159[restartedMain] INFO  org.quartz.impl.StdSchedulerFactory - Quartz scheduler 'scheduler' initialized from an externally provided properties instance.
2019-11-25 17:24:17.159[restartedMain] INFO  org.quartz.impl.StdSchedulerFactory - Quartz scheduler version: 2.3.1
2019-11-25 17:24:17.160[restartedMain] INFO  org.quartz.core.QuartzScheduler - JobFactory set to: org.springframework.scheduling.quartz.AdaptableJobFactory@498fa7df
2019-11-25 17:24:17.180[restartedMain] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)]
2019-11-25 17:24:17.184[restartedMain] INFO  c.h.sublimation.config.SwaggerConfig.SwaggerConfig - Starting Swagger
2019-11-25 17:24:17.190[restartedMain] INFO  c.h.sublimation.config.SwaggerConfig.SwaggerConfig - Started Swagger in 6 ms
2019-11-25 17:24:17.311[restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2019-11-25 17:24:17.708[restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2019-11-25 17:24:17.809[restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2019-11-25 17:24:17.827[restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2019-11-25 17:24:17.863[restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2019-11-25 17:24:18.039[restartedMain] INFO  o.s.scheduling.quartz.SchedulerFactoryBean - Will start Quartz Scheduler [scheduler] in 1 seconds
2019-11-25 17:24:18.072[restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8099"]
2019-11-25 17:24:18.101[restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8099 (http) with context path ''
2019-11-25 17:24:18.108[restartedMain] INFO  com.hoggen.sublimation.SublimationApplication - Started SublimationApplication in 4.583 seconds (JVM running for 5.484)
2019-11-25 17:24:19.041[Quartz Scheduler [scheduler]] INFO  o.s.scheduling.quartz.SchedulerFactoryBean - Starting Quartz Scheduler now, after delay of 1 seconds
2019-11-25 17:24:19.043[Quartz Scheduler [scheduler]] INFO  org.quartz.core.QuartzScheduler - Scheduler scheduler_$_NON_CLUSTERED started.
2019-11-25 17:24:20.013[scheduler_Worker-1] INFO  com.hoggen.sublimation.util.YLSchedutask - 昨天日期：2019-11-25
2019-11-25 17:24:20.013[scheduler_Worker-1] INFO  com.hoggen.sublimation.util.YLSchedutask - time 2019-11-24
2019-11-25 17:24:25.002[scheduler_Worker-2] INFO  com.hoggen.sublimation.util.YLSchedutask - 昨天日期：2019-11-25
2019-11-25 17:24:25.002[scheduler_Worker-2] INFO  com.hoggen.sublimation.util.YLSchedutask - time 2019-11-24
2019-11-25 17:24:27.077[Thread-25] INFO  org.quartz.core.QuartzScheduler - Scheduler scheduler_$_NON_CLUSTERED paused.
2019-11-25 17:24:27.078[Thread-25] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Shutting down ExecutorService 'taskScheduler'
2019-11-25 17:24:27.080[Thread-25] INFO  o.s.scheduling.quartz.SchedulerFactoryBean - Shutting down Quartz Scheduler
2019-11-25 17:24:27.080[Thread-25] INFO  org.quartz.core.QuartzScheduler - Scheduler scheduler_$_NON_CLUSTERED shutting down.
2019-11-25 17:24:27.080[Thread-25] INFO  org.quartz.core.QuartzScheduler - Scheduler scheduler_$_NON_CLUSTERED paused.
2019-11-25 17:24:27.080[Thread-25] INFO  org.quartz.core.QuartzScheduler - Scheduler scheduler_$_NON_CLUSTERED shutdown complete.
2019-11-25 17:24:27.084[nioEventLoopGroup-4-1] INFO  io.netty.handler.logging.LoggingHandler - [id: 0xe26a8fec, L:/0:0:0:0:0:0:0:0:6969] INACTIVE
2019-11-25 17:24:27.084[nioEventLoopGroup-4-1] INFO  io.netty.handler.logging.LoggingHandler - [id: 0xe26a8fec, L:/0:0:0:0:0:0:0:0:6969] UNREGISTERED
2019-11-25 17:24:29.300[Thread-25] INFO  c.h.s.config.nettyConfig.NettyServiceConfig - 关闭Netty
2019-11-25 17:24:33.430[restartedMain] INFO  com.hoggen.sublimation.SublimationApplication - Starting SublimationApplication on wangliugendeMacBook-Pro.local with PID 25837 (/Users/hoggen/Desktop/SelfProject/YLJava/idea/sublimation/target/classes started by hoggen in /Users/hoggen/Desktop/SelfProject/YLJava/idea/sublimation)
2019-11-25 17:24:33.434[restartedMain] INFO  com.hoggen.sublimation.SublimationApplication - No active profile set, falling back to default profiles: default
2019-11-25 17:24:33.483[restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2019-11-25 17:24:33.484[restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2019-11-25 17:24:34.445[restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-11-25 17:24:34.447[restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-11-25 17:24:34.491[restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 29ms. Found 0 repository interfaces.
2019-11-25 17:24:34.804[restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'dataSourceConfiguration' of type [com.hoggen.sublimation.config.dao.DataSourceConfiguration$$EnhancerBySpringCGLIB$$3f6eca7] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-11-25 17:24:34.819[MLog-Init-Reporter] INFO  com.mchange.v2.log.MLog - MLog clients using slf4j logging.
2019-11-25 17:24:34.837[restartedMain] INFO  com.mchange.v2.c3p0.C3P0Registry - Initializing c3p0-0.9.1.2 [built 21-May-2007 15:04:56; debug? true; trace: 10]
2019-11-25 17:24:34.970[restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'dataSource' of type [com.mchange.v2.c3p0.ComboPooledDataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-11-25 17:24:34.973[restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'transactionManagerConfiguration' of type [com.hoggen.sublimation.config.service.TransactionManagerConfiguration$$EnhancerBySpringCGLIB$$6a7a3ea0] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-11-25 17:24:34.975[restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$237e6a9f] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-11-25 17:24:35.281[restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8099 (http)
2019-11-25 17:24:35.297[restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8099"]
2019-11-25 17:24:35.306[restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-11-25 17:24:35.306[restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.19]
2019-11-25 17:24:35.469[restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-11-25 17:24:35.469[restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1985 ms
2019-11-25 17:24:35.987[Thread-12] INFO  c.h.s.config.nettyConfig.NettyServiceConfig - 【服务器启动成功========端口：6969】
2019-11-25 17:24:36.047[nioEventLoopGroup-4-1] INFO  io.netty.handler.logging.LoggingHandler - [id: 0xeb7c2652] REGISTERED
2019-11-25 17:24:36.049[nioEventLoopGroup-4-1] INFO  io.netty.handler.logging.LoggingHandler - [id: 0xeb7c2652] BIND: 0.0.0.0/0.0.0.0:6969
2019-11-25 17:24:36.054[nioEventLoopGroup-4-1] INFO  io.netty.handler.logging.LoggingHandler - [id: 0xeb7c2652, L:/0:0:0:0:0:0:0:0:6969] ACTIVE
2019-11-25 17:24:36.277[restartedMain] INFO  com.hoggen.sublimation.config.Quartz.QuartzConfig - 开始一一一一*/5 * * * * ?
2019-11-25 17:24:36.315[restartedMain] INFO  c.m.v2.c3p0.impl.AbstractPoolBackedDataSource - Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 3, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, dataSourceName -> z8kflta618wxz0xoowvyv|3ca8a2d0, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> com.mysql.cj.jdbc.Driver, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, identityToken -> z8kflta618wxz0xoowvyv|3ca8a2d0, idleConnectionTestPeriod -> 0, initialPoolSize -> 3, jdbcUrl -> jdbc:mysql://127.0.0.1:3306/7chat?useUnicode=true&characterEncoding=utf8&useSSL=false&serverTimezone=GMT%2B8, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 0, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 15, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 3, numHelperThreads -> 3, numThreadsAwaitingCheckoutDefaultUser -> 0, preferredTestQuery -> null, properties -> {user=******, password=******}, propertyCycle -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false ]
2019-11-25 17:24:36.461[restartedMain] INFO  org.quartz.impl.StdSchedulerFactory - Using default implementation for ThreadExecutor
2019-11-25 17:24:36.471[restartedMain] INFO  org.quartz.core.SchedulerSignalerImpl - Initialized Scheduler Signaller of type: class org.quartz.core.SchedulerSignalerImpl
2019-11-25 17:24:36.471[restartedMain] INFO  org.quartz.core.QuartzScheduler - Quartz Scheduler v.2.3.1 created.
2019-11-25 17:24:36.472[restartedMain] INFO  org.quartz.simpl.RAMJobStore - RAMJobStore initialized.
2019-11-25 17:24:36.473[restartedMain] INFO  org.quartz.core.QuartzScheduler - Scheduler meta-data: Quartz Scheduler (v2.3.1) 'scheduler' with instanceId 'NON_CLUSTERED'
  Scheduler class: 'org.quartz.core.QuartzScheduler' - running locally.
  NOT STARTED.
  Currently in standby mode.
  Number of jobs executed: 0
  Using thread pool 'org.quartz.simpl.SimpleThreadPool' - with 10 threads.
  Using job-store 'org.quartz.simpl.RAMJobStore' - which does not support persistence. and is not clustered.

2019-11-25 17:24:36.473[restartedMain] INFO  org.quartz.impl.StdSchedulerFactory - Quartz scheduler 'scheduler' initialized from an externally provided properties instance.
2019-11-25 17:24:36.473[restartedMain] INFO  org.quartz.impl.StdSchedulerFactory - Quartz scheduler version: 2.3.1
2019-11-25 17:24:36.474[restartedMain] INFO  org.quartz.core.QuartzScheduler - JobFactory set to: org.springframework.scheduling.quartz.AdaptableJobFactory@90216d8
2019-11-25 17:24:36.496[restartedMain] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)]
2019-11-25 17:24:36.499[restartedMain] INFO  c.h.sublimation.config.SwaggerConfig.SwaggerConfig - Starting Swagger
2019-11-25 17:24:36.505[restartedMain] INFO  c.h.sublimation.config.SwaggerConfig.SwaggerConfig - Started Swagger in 6 ms
2019-11-25 17:24:36.631[restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2019-11-25 17:24:36.966[restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2019-11-25 17:24:37.049[restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2019-11-25 17:24:37.066[restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2019-11-25 17:24:37.127[restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2019-11-25 17:24:37.265[restartedMain] INFO  o.s.scheduling.quartz.SchedulerFactoryBean - Will start Quartz Scheduler [scheduler] in 1 seconds
2019-11-25 17:24:37.277[restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8099"]
2019-11-25 17:24:37.292[restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8099 (http) with context path ''
2019-11-25 17:24:37.296[restartedMain] INFO  com.hoggen.sublimation.SublimationApplication - Started SublimationApplication in 4.275 seconds (JVM running for 5.059)
2019-11-25 17:24:38.267[Quartz Scheduler [scheduler]] INFO  o.s.scheduling.quartz.SchedulerFactoryBean - Starting Quartz Scheduler now, after delay of 1 seconds
2019-11-25 17:24:38.267[Quartz Scheduler [scheduler]] INFO  org.quartz.core.QuartzScheduler - Scheduler scheduler_$_NON_CLUSTERED started.
2019-11-25 17:24:40.015[scheduler_Worker-1] INFO  com.hoggen.sublimation.util.YLSchedutask - 昨天日期：2019-11-23
2019-11-25 17:24:40.015[scheduler_Worker-1] INFO  com.hoggen.sublimation.util.YLSchedutask - time 2019-11-17
2019-11-25 17:24:45.001[scheduler_Worker-2] INFO  com.hoggen.sublimation.util.YLSchedutask - 昨天日期：2019-11-23
2019-11-25 17:24:45.002[scheduler_Worker-2] INFO  com.hoggen.sublimation.util.YLSchedutask - time 2019-11-17
2019-11-25 17:24:50.005[scheduler_Worker-3] INFO  com.hoggen.sublimation.util.YLSchedutask - 昨天日期：2019-11-23
2019-11-25 17:24:50.005[scheduler_Worker-3] INFO  com.hoggen.sublimation.util.YLSchedutask - time 2019-11-17
2019-11-25 17:24:55.004[scheduler_Worker-4] INFO  com.hoggen.sublimation.util.YLSchedutask - 昨天日期：2019-11-23
2019-11-25 17:24:55.004[scheduler_Worker-4] INFO  com.hoggen.sublimation.util.YLSchedutask - time 2019-11-17
2019-11-25 17:25:00.005[scheduler_Worker-5] INFO  com.hoggen.sublimation.util.YLSchedutask - 昨天日期：2019-11-23
2019-11-25 17:25:00.005[scheduler_Worker-5] INFO  com.hoggen.sublimation.util.YLSchedutask - time 2019-11-17
2019-11-25 17:25:05.003[scheduler_Worker-6] INFO  com.hoggen.sublimation.util.YLSchedutask - 昨天日期：2019-11-23
2019-11-25 17:25:05.004[scheduler_Worker-6] INFO  com.hoggen.sublimation.util.YLSchedutask - time 2019-11-17
2019-11-25 17:25:10.003[scheduler_Worker-7] INFO  com.hoggen.sublimation.util.YLSchedutask - 昨天日期：2019-11-23
2019-11-25 17:25:10.003[scheduler_Worker-7] INFO  com.hoggen.sublimation.util.YLSchedutask - time 2019-11-17
2019-11-25 17:25:15.006[scheduler_Worker-8] INFO  com.hoggen.sublimation.util.YLSchedutask - 昨天日期：2019-11-23
2019-11-25 17:25:15.007[scheduler_Worker-8] INFO  com.hoggen.sublimation.util.YLSchedutask - time 2019-11-17
2019-11-25 17:25:20.004[scheduler_Worker-9] INFO  com.hoggen.sublimation.util.YLSchedutask - 昨天日期：2019-11-23
2019-11-25 17:25:20.005[scheduler_Worker-9] INFO  com.hoggen.sublimation.util.YLSchedutask - time 2019-11-17
2019-11-25 17:25:25.005[scheduler_Worker-10] INFO  com.hoggen.sublimation.util.YLSchedutask - 昨天日期：2019-11-23
2019-11-25 17:25:25.005[scheduler_Worker-10] INFO  com.hoggen.sublimation.util.YLSchedutask - time 2019-11-17
2019-11-25 17:25:30.005[scheduler_Worker-1] INFO  com.hoggen.sublimation.util.YLSchedutask - 昨天日期：2019-11-23
2019-11-25 17:25:30.006[scheduler_Worker-1] INFO  com.hoggen.sublimation.util.YLSchedutask - time 2019-11-17
2019-11-25 17:25:35.004[scheduler_Worker-2] INFO  com.hoggen.sublimation.util.YLSchedutask - 昨天日期：2019-11-23
2019-11-25 17:25:35.005[scheduler_Worker-2] INFO  com.hoggen.sublimation.util.YLSchedutask - time 2019-11-17
2019-11-25 17:25:40.002[scheduler_Worker-3] INFO  com.hoggen.sublimation.util.YLSchedutask - 昨天日期：2019-11-23
2019-11-25 17:25:40.003[scheduler_Worker-3] INFO  com.hoggen.sublimation.util.YLSchedutask - time 2019-11-17
2019-11-25 17:25:45.005[scheduler_Worker-4] INFO  com.hoggen.sublimation.util.YLSchedutask - 昨天日期：2019-11-23
2019-11-25 17:25:45.005[scheduler_Worker-4] INFO  com.hoggen.sublimation.util.YLSchedutask - time 2019-11-17
2019-11-25 17:25:50.001[scheduler_Worker-5] INFO  com.hoggen.sublimation.util.YLSchedutask - 昨天日期：2019-11-23
2019-11-25 17:25:50.001[scheduler_Worker-5] INFO  com.hoggen.sublimation.util.YLSchedutask - time 2019-11-17
2019-11-25 17:25:55.005[scheduler_Worker-6] INFO  com.hoggen.sublimation.util.YLSchedutask - 昨天日期：2019-11-23
2019-11-25 17:25:55.006[scheduler_Worker-6] INFO  com.hoggen.sublimation.util.YLSchedutask - time 2019-11-17
2019-11-25 17:26:00.003[scheduler_Worker-7] INFO  com.hoggen.sublimation.util.YLSchedutask - 昨天日期：2019-11-23
2019-11-25 17:26:00.005[scheduler_Worker-7] INFO  com.hoggen.sublimation.util.YLSchedutask - time 2019-11-17
2019-11-25 17:26:05.003[scheduler_Worker-8] INFO  com.hoggen.sublimation.util.YLSchedutask - 昨天日期：2019-11-23
2019-11-25 17:26:05.004[scheduler_Worker-8] INFO  com.hoggen.sublimation.util.YLSchedutask - time 2019-11-17
2019-11-25 17:26:10.004[scheduler_Worker-9] INFO  com.hoggen.sublimation.util.YLSchedutask - 昨天日期：2019-11-23
2019-11-25 17:26:10.004[scheduler_Worker-9] INFO  com.hoggen.sublimation.util.YLSchedutask - time 2019-11-17
2019-11-25 17:26:15.002[scheduler_Worker-10] INFO  com.hoggen.sublimation.util.YLSchedutask - 昨天日期：2019-11-23
2019-11-25 17:26:15.002[scheduler_Worker-10] INFO  com.hoggen.sublimation.util.YLSchedutask - time 2019-11-17
2019-11-25 17:26:20.005[scheduler_Worker-1] INFO  com.hoggen.sublimation.util.YLSchedutask - 昨天日期：2019-11-23
2019-11-25 17:26:20.007[scheduler_Worker-1] INFO  com.hoggen.sublimation.util.YLSchedutask - time 2019-11-17
2019-11-25 17:26:25.005[scheduler_Worker-2] INFO  com.hoggen.sublimation.util.YLSchedutask - 昨天日期：2019-11-23
2019-11-25 17:26:25.005[scheduler_Worker-2] INFO  com.hoggen.sublimation.util.YLSchedutask - time 2019-11-17
2019-11-25 17:26:30.003[scheduler_Worker-3] INFO  com.hoggen.sublimation.util.YLSchedutask - 昨天日期：2019-11-23
2019-11-25 17:26:30.004[scheduler_Worker-3] INFO  com.hoggen.sublimation.util.YLSchedutask - time 2019-11-17
2019-11-25 17:26:31.345[Thread-18] INFO  org.quartz.core.QuartzScheduler - Scheduler scheduler_$_NON_CLUSTERED paused.
2019-11-25 17:26:31.346[Thread-18] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Shutting down ExecutorService 'taskScheduler'
2019-11-25 17:26:31.347[Thread-18] INFO  o.s.scheduling.quartz.SchedulerFactoryBean - Shutting down Quartz Scheduler
2019-11-25 17:26:31.347[Thread-18] INFO  org.quartz.core.QuartzScheduler - Scheduler scheduler_$_NON_CLUSTERED shutting down.
2019-11-25 17:26:31.348[Thread-18] INFO  org.quartz.core.QuartzScheduler - Scheduler scheduler_$_NON_CLUSTERED paused.
2019-11-25 17:26:31.348[Thread-18] INFO  org.quartz.core.QuartzScheduler - Scheduler scheduler_$_NON_CLUSTERED shutdown complete.
2019-11-25 17:26:31.352[nioEventLoopGroup-4-1] INFO  io.netty.handler.logging.LoggingHandler - [id: 0xeb7c2652, L:/0:0:0:0:0:0:0:0:6969] INACTIVE
2019-11-25 17:26:31.352[nioEventLoopGroup-4-1] INFO  io.netty.handler.logging.LoggingHandler - [id: 0xeb7c2652, L:/0:0:0:0:0:0:0:0:6969] UNREGISTERED
2019-11-25 17:26:33.567[Thread-18] INFO  c.h.s.config.nettyConfig.NettyServiceConfig - 关闭Netty
2019-11-25 17:26:34.086[restartedMain] INFO  com.hoggen.sublimation.SublimationApplication - Starting SublimationApplication on wangliugendeMacBook-Pro.local with PID 25837 (/Users/hoggen/Desktop/SelfProject/YLJava/idea/sublimation/target/classes started by hoggen in /Users/hoggen/Desktop/SelfProject/YLJava/idea/sublimation)
2019-11-25 17:26:34.087[restartedMain] INFO  com.hoggen.sublimation.SublimationApplication - No active profile set, falling back to default profiles: default
2019-11-25 17:26:34.467[restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-11-25 17:26:34.467[restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-11-25 17:26:34.483[restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 16ms. Found 0 repository interfaces.
2019-11-25 17:26:34.537[restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'dataSourceConfiguration' of type [com.hoggen.sublimation.config.dao.DataSourceConfiguration$$EnhancerBySpringCGLIB$$3f6eca7] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-11-25 17:26:34.549[restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'dataSource' of type [com.mchange.v2.c3p0.ComboPooledDataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-11-25 17:26:34.550[restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'transactionManagerConfiguration' of type [com.hoggen.sublimation.config.service.TransactionManagerConfiguration$$EnhancerBySpringCGLIB$$6a7a3ea0] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-11-25 17:26:34.551[restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$237e6a9f] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-11-25 17:26:34.614[restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8099 (http)
